new_product,matched_old_product,score
โต๊ะรีดผ้าเตี้ย ตัวเล็ก (18) ต-046 LW,โต๊ะรีดผ้าเตี้ย - ตัวเล็ก (18) LW,0.9224175810813904
"คีบหัวใบไม้สั้น9"" FW-083 MIFL","คีบหัวใบไม้ใหญ่ 13"" FW-082 MIFL",0.922015368938446
แม็กซ์ ต.หัวโตเดี่ยว #21002 TLL,แม็กซ์เดี่ยว - พต.หัวโต #6278 TLL,0.9216604828834534
ขวดนม2ออนซ์ กลม-RB113 ROY,ขวดนม 4ออนส์-ตรง -RB101 ROY,0.9211108684539796
"ตะหลิวยาว4"" ด้ามดำ#FW-038 ม้าน้ำ","ตะหลิวยาว 4"" ด้ามดำ #FW-038 ม้าน้ำ MIFL",0.920831859111786
มีดด้ามพลาสติก173P KW,มีดด้ามพลาสติก 830P KW,0.9206137657165528
มีด193 KW,มีด 476 KW,0.9198848605155944
"คีบสลัด-เล็ก 10"" (หนา) FW-088 แพคครึ่ง","คีบสลัด - กลาง 12"" (หนา) FW-087 แพ็คครึ่ง",0.919745683670044
เชือกผ้าแบนเอนกประสงค์ สีล้วน15ม.,เชือกผ้าแบน - เอนกประสงค์ ลาย 15 มิล 5 ม.,0.9186369776725768
มีด193 KW,มีด 193 KW,0.917958676815033
ทัพพีแขกด้ามพลาสติกสี ตราสมอ PPL (P15),ทัพพีแขก - ด้ามพลาสติกสี ตราสมอ PPL,0.9172701835632324
กล่องแช่4401 SRT,กล่องแช่เหลี่ยม 4425 SRT,0.9158239364624025
ตะแกรง 9831 SMT,ตะแกรงตาถี่ 9832 SMT,0.9154343605041504
กล่องล็อค4ด้าน8027 SET LOCK SW,กล่องล็อค 4 ด้าน ใส 8023 SET LOCK SW,0.9152406454086304
ถังปูน 15 สี SP,ถัง ปูน 15 สี AC,0.9152018427848816
ลูกเหม็น 50g (100) ซองฟ้า (20090) ATM,ลูกเหม็น 100g (20บ) ซองเหลือง ATM,0.9142409563064576
กล่องล็อค 560/1 หูหิ้ว W,กล่องล็อค560หูหิ้ว,0.912927746772766
เก้าอี้ หน้ากลม 250-B สีเข้ม (ปักกิ่ง) SH,เก้าอี้ไต้หวัน 230 สีเข้ม B - หน้าเหลี่ยม SH,0.912867784500122
เก้าอี้เตี้ย 610 ดำ CS,เก้าอี้เตี้ย - หน้าเหลี่ยม สีเข้มมันวาว RC-622,0.9122710824012756
"คีบหัวใบไม้ใหญ่13"" FW-082 MIFL","คีบหัวใบไม้ สั้น 9"" FW-083 MIFL",0.9116266965866088
กระจกด้าม10329/13029 เหลี่ยม IMM,กระจกขอบ พต.บางลาย 7868-2 IMM,0.91144460439682
มีด21 KW,มีด 476 KW,0.91074937582016
มีด21 KW,มีด 476 KW,0.91074937582016
มีด199 KW,มีด 188 KW,0.91058748960495
กระจกด้าม10329/13029 เหลี่ยม IMM,กระจกพับเหลี่ยม - หวี A01272/1272 IM,0.9104413986206056
แปรงซักเสื้อ แป้นไม้(ไดโน) NCL,แปรงซักผ้า (ไดโน) แป้นไม้ - ขนสีนม NCL,0.9103757739067078
กล่อง K-1500,กล่องล้อ K-1500,0.9101604223251344
มีด199 KW,มีด 194 KW,0.9098480939865112
กรวย พด.ใส12cm #15764 IMM,กรวย พต.ใส 10cm #15763 IMM,0.9097621440887452
ตะหลิวด้ามดำใหญ่ 40ซม. #205 PL,กระบวยด้ามดำ - ใหญ่ 40 ซม #205A PL,0.9094210267066956
ตะหลิวด้ามดำใหญ่ 40ซม. #205 PL,กระบวยด้ามดำ - ใหญ่ 40 ซม #205A PL,0.9094210267066956
กล่องล็อค4ด้าน8027 SET LOCK SW,กล่องล็อค 4 ด้านใส 8023 SET LOCK SW,0.9094074964523317
มีด194 KW,มีด 194 KW,0.9093980193138124
ชอล์คมด/แมลงสาบ (ผง) ขวด 50 ครารถ,ชอล์มด/แมลงสาบ(ผง)ขวด50gตรารถถัง,0.909346342086792
กระจกด้าม10329/13029 เหลี่ยม IMM,กระจกพับเหลี่ยม - ทวี A01272/1272 IM,0.908824861049652
เก้าอี้เตี้ย 555 สีหวาน MM,เก้าอี้เตี้ย 114 สีหวาน CK,0.9087417125701904
ตะแกรงกรองน้ำมันด้ามแดง SJ320 (20ซม),ตะแกรงกรองน้ำมัน - ด้ามแดง SJ317 (17/18 ซม),0.9084219932556152
กะละมัง 004/75 ดำ SP,กะละมัง 004/75 สี SP,0.908214807510376
กระทะม้วนขอบ#33 ร่ม(ไม่รับเปลี่ยน) UM,ซึ้ง 2 ชั้น #28 ร่ม (ไม่รับเปลี่ยน) UM,0.907705783843994
คัทตัลนัท 100 ก้านจิ๋ว B.Duck (กระปุก) RR,คัทตัลบัต100ก้านจิ๋วB-Duck(ซอง),0.9075355529785156
วันปั้มลายไทย NO.14 TM,ขันปั๊มลายไทย NO.14 TM,0.907508373260498
กล่องล้อ K-1200,กล่องล้อ K-1500,0.9070651531219482
แปรงซักผ้าแป้นไม้-สีนม (ตราสมอ),แปรงซักผ้า (ไดโน) แป้นไม้ - ขนสีนม NCL,0.9065139293670654
กล่องแซ่4402 SRT,กล่องแช่ 4401 SRT,0.9061956405639648
วันปั้มลายไทย NO.26 TM,ขันปั๊มลายไทย NO.26 TM,0.9054170846939088
โบว์เน็ต01269 (1*6) KKA,โบว์เน็ต 01269 (116) KKA,0.9054127931594848
กรวย พด.ใส 12cm #15764 IMM,กรวย พต.ใส 10cm #15763 IMM,0.9048026204109192
กะละมัง 004/75 ดำ SP,กะละมัง 004/53 สี SP,0.904041349887848
เก้าอี้เตี้ย 366 สีหวาน Bl,เก้าอี้เตี้ย610AB,0.903972625732422
ลูกแก้วถุงตาข่ายเล็ก100ชิ้น #1141 IMM,ลูกแก้วถุงตาข่าย-เล็ก100ชิ้น,0.90392804145813
กล่องแช่เหลี่ยม4425 SRT,กล่องแช่ 4401 SRT,0.9036362767219543
มีด194 KW,มีด 199 KW,0.9033865928649902
เก้าอี้ หน้ากลม 250-B สีเข้ม (ปักกิ่ง) SH,เก้าอี้ไต้หวัน 230 (A) หน้าเหลี่ยม SH,0.9031188488006592
เก้าอี้เตี้ย 366 สีหวาน Bl,เก้าอี้เตี้ย 114 สีหวาน CK,0.9027079343795776
วันปั้มลายไทย NO.26 TM,โถข้าวลายไทย NO.20 TM,0.9026090502738952
"ขูดมะพร้าว2หัวมันเล็ก1""10 NK",ขูดมะพร้าว 2 หัวม้า-เล็ก 1*10 NK,0.9006887078285217
คัทตัลบัท 100 ก้าน (1*2) B-Duck (ของแพ),คัทตัลบัท 100 ก้านจิ๋ว B-Duck (กระปุก) RR,0.9005187749862671
"คีบบาร์บีคิว ยาว15"" FW-090 MIFL","คีบขนมปัง 12"" FW-084 MIFL",0.900373101234436
มีด171 KW,ขูด 217 KW,0.9003549218177795
